"MovieID","Title","Genres","Year","Avg","Count","Valid","Action","Adventure","Animation","Children","Comedy","Crime","Documentary","Drama","Fantasy","Film_Noir","Horror","Musical","Mystery","Romance","Sci_Fi","Thriller","War","Western"
12,"Dracula: Dead and Loving It (1995)","Comedy|Horror",1995,2.3625,160,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
13,"Balto (1995)","Animation|Children",1995,3.26262626262626,99,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,"Nixon (1995)","Drama",1995,3.54248366013072,153,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,"Cutthroat Island (1995)","Action|Adventure|Romance",1995,2.45890410958904,146,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16,"Casino (1995)","Drama|Thriller",1995,3.79325513196481,682,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
17,"Sense and Sensibility (1995)","Drama|Romance",1995,4.02754491017964,835,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
18,"Four Rooms (1995)","Thriller",1995,3.3375796178344,157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,"Ace Ventura: When Nature Calls (1995)","Comedy",1995,2.48071979434447,389,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20,"Money Train (1995)","Action",1995,2.5375,160,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,"Get Shorty (1995)","Action|Comedy|Drama",1995,3.62389380530973,1356,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
22,"Copycat (1995)","Crime|Drama|Thriller",1995,3.34920634920635,378,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
23,"Assassins (1995)","Thriller",1995,2.85714285714286,126,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,"Powder (1995)","Drama|Sci_Fi",1995,3.17948717948718,624,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25,"Leaving Las Vegas (1995)","Drama|Romance",1995,3.65102040816327,980,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26,"Othello (1995)","Drama",1995,3.53,100,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,"Now and Then (1995)","Drama",1995,2.9344262295082,61,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,"Persuasion (1995)","Romance",1995,4.05586592178771,179,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29,"City of Lost Children, The (1995)","Adventure|Sci_Fi",1995,4.06203473945409,403,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30,"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)","Drama",1995,3.64864864864865,74,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,"Dangerous Minds (1995)","Drama",1995,3.11347517730496,141,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,"Twelve Monkeys (1995)","Drama|Sci_Fi",1995,3.94573130377234,1511,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
33,"Wings of Courage (1995)","Adventure|Romance",1995,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
34,"Babe (1995)","Children|Comedy|Drama",1995,3.89149057681325,1751,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
35,"Carrington (1995)","Drama|Romance",1995,3.31428571428571,70,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
36,"Dead Man Walking (1995)","Drama",1995,3.95797413793103,928,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,"Across the Sea of Time (1995)","Documentary",1995,3.5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,"It Takes Two (1995)","Comedy",1995,2.82142857142857,28,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
39,"Clueless (1995)","Comedy|Romance",1995,3.62334801762115,1362,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
40,"Cry, the Beloved Country (1995)","Drama",1995,3.93333333333333,30,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
41,"Richard III (1995)","Drama|War",1995,3.95867768595041,242,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
42,"Dead Presidents (1995)","Action|Crime|Drama",1995,2.86877828054299,221,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
43,"Restoration (1995)","Drama",1995,3.44578313253012,166,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
44,"Mortal Kombat (1995)","Action|Adventure",1995,2.78778135048232,311,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,"To Die For (1995)","Comedy|Drama",1995,3.42463235294118,544,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
46,"How to Make an American Quilt (1995)","Drama|Romance",1995,3.10843373493976,166,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
47,"Seven (Se7en) (1995)","Crime|Thriller",1995,4.10642040457344,1137,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
48,"Pocahontas (1995)","Animation|Children|Musical|Romance",1995,2.97643979057592,382,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
49,"When Night Is Falling (1995)","Drama|Romance",1995,3.74074074074074,27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
50,"Usual Suspects, The (1995)","Crime|Thriller",1995,4.5171060011217,1783,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
51,"Guardian Angel (1994)","Action|Drama|Thriller",1994,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
52,"Mighty Aphrodite (1995)","Comedy",1995,3.64037122969838,431,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53,"Lamerica (1994)","Drama",1994,4.75,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,"Big Green, The (1995)","Children|Comedy",1995,2.5609756097561,41,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,"Georgia (1995)","Drama",1995,3.06666666666667,45,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
56,"Kids of the Round Table (1995)","Adventure|Children|Fantasy",1995,2,9,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57,"Home for the Holidays (1995)","Drama",1995,3.4040404040404,99,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
58,"Postino, Il (The Postman) (1994)","Drama|Romance",1994,4.0938123752495,501,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
59,"Confessional, The (Le Confessionnal) (1995)","Drama|Mystery",1995,2.75,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
60,"Indian in the Cupboard, The (1995)","Adventure|Children|Fantasy",1995,3.21288515406162,357,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
61,"Eye for an Eye (1996)","Drama|Thriller",1996,3,67,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
62,"Mr. Holland's Opus (1995)","Drama",1995,3.69685767097967,541,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
63,"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Comedy",1996,2.85585585585586,111,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64,"Two if by Sea (1996)","Comedy|Romance",1996,2.26582278481013,79,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
65,"Bio-Dome (1996)","Comedy",1996,2.06293706293706,143,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
66,"Lawnmower Man 2: Beyond Cyberspace (1996)","Sci_Fi|Thriller",1996,1.67010309278351,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
67,"Two Bits (1995)","Drama",1995,3.25,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
68,"French Twist (Gazon maudit) (1995)","Comedy|Romance",1995,3.45,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
69,"Friday (1995)","Comedy",1995,3.6551724137931,319,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
70,"From Dusk Till Dawn (1996)","Action|Comedy|Crime|Horror|Thriller",1996,3.15645514223195,914,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0
71,"Fair Game (1995)","Action",1995,2.10416666666667,96,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,"Kicking and Screaming (1995)","Comedy|Drama",1995,3.63440860215054,93,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
73,"Misérables, Les (1995)","Drama|Musical",1995,3.81696428571429,224,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
74,"Bed of Roses (1996)","Drama|Romance",1996,2.975,120,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
75,"Big Bully (1996)","Comedy|Drama",1996,1.91666666666667,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
76,"Screamers (1995)","Sci_Fi|Thriller",1995,2.85393258426966,178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
77,"Nico Icon (1995)","Documentary",1995,3.76470588235294,34,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,"Crossing Guard, The (1995)","Drama",1995,3.26,50,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,"Juror, The (1996)","Drama|Thriller",1996,2.60526315789474,114,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
80,"White Balloon, The (Badkonake Sefid ) (1995)","Drama",1995,3.82692307692308,52,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,"Things to Do in Denver when You're Dead (1995)","Crime|Drama|Romance",1995,3.16265060240964,166,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
82,"Antonia's Line (Antonia) (1995)","Drama",1995,3.87640449438202,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
83,"Once Upon a Time... When We Were Colored (1995)","Drama",1995,3.6969696969697,33,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
84,"Last Summer in the Hamptons (1995)","Comedy|Drama",1995,3.0952380952381,21,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
85,"Angels and Insects (1995)","Drama|Romance",1995,3.4020618556701,194,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
86,"White Squall (1996)","Adventure|Drama",1996,3.39406779661017,236,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,"Dunston Checks In (1996)","Children|Comedy",1996,2.21052631578947,76,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
88,"Black Sheep (1996)","Comedy",1996,2.94270833333333,192,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
89,"Nick of Time (1995)","Action|Thriller",1995,3.07423580786026,229,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
90,"Journey of August King, The (1995)","Drama",1995,3.66666666666667,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
92,"Mary Reilly (1996)","Drama|Thriller",1996,2.34090909090909,88,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
93,"Vampire in Brooklyn (1995)","Comedy|Romance",1995,2.23595505617978,89,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
94,"Beautiful Girls (1996)","Drama",1996,3.72527472527473,182,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
95,"Broken Arrow (1996)","Action|Thriller",1996,2.87617554858934,638,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,"In the Bleak Midwinter (1995)","Comedy",1995,3.92307692307692,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97,"Hate (Haine, La) (1995)","Drama",1995,3.75,44,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98,"Shopping (1994)","Action|Thriller",1994,2,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
99,"Heidi Fleiss: Hollywood Madam (1995)","Documentary",1995,3.46,50,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,"City Hall (1996)","Drama|Thriller",1996,3.0625,128,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
101,"Bottle Rocket (1996)","Comedy",1996,3.8695652173913,253,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
102,"Mr. Wrong (1996)","Comedy",1996,1.81666666666667,60,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,"Unforgettable (1996)","Thriller",1996,3.21212121212121,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
104,"Happy Gilmore (1996)","Comedy",1996,3.52639296187683,682,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,"Bridges of Madison County, The (1995)","Drama|Romance",1995,3.23255813953488,387,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
106,"Nobody Loves Me (Keiner liebt mich) (1994)","Comedy|Drama",1994,3.58333333333333,12,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
107,"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical",1996,3.1484375,256,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
108,"Catwalk (1995)","Documentary",1995,2.85714285714286,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,"Headless Body in Topless Bar (1995)","Comedy",1995,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
110,"Braveheart (1995)","Action|Drama|War",1995,4.23495702005731,2443,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
111,"Taxi Driver (1976)","Drama|Thriller",1976,4.18387096774194,1240,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
112,"Rumble in the Bronx (1995)","Action|Adventure|Crime",1995,3.44385964912281,570,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,"Before and After (1996)","Drama|Mystery",1996,2.9811320754717,53,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
114,"Margaret's Museum (1995)","Drama",1995,3.09090909090909,11,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115,"Happiness Is in the Field (1995)","Comedy",1995,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
116,"Anne Frank Remembered (1995)","Documentary",1995,4.09756097560976,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,"Young Poisoner's Handbook, The (1995)","Crime",1995,3.63291139240506,79,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
118,"If Lucy Fell (1996)","Comedy|Romance",1996,3.07352941176471,68,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
119,"Steal Big, Steal Little (1995)","Comedy",1995,2.46153846153846,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
120,"Race the Sun (1996)","Drama",1996,2.66666666666667,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
121,"Boys of St. Vincent, The (1993)","Drama",1993,4.05405405405405,37,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,"Boomerang (1992)","Comedy|Romance",1992,2.7680412371134,194,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
123,"Chungking Express (1994)","Drama|Mystery|Romance",1994,3.8695652173913,115,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
124,"Star Maker, The (Uomo delle stelle, L') (1995)","Drama",1995,3.21428571428571,14,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,"Flirting With Disaster (1996)","Comedy",1996,3.83333333333333,318,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
126,"NeverEnding Story III, The (1994)","Adventure|Children|Fantasy",1994,1.98989898989899,99,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
127,"Silence of the Palace, The (Saimt el Qusur) (1994)","Drama",1994,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,"Jupiter's Wife (1994)","Documentary",1994,4.33333333333333,12,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,"Pie in the Sky (1995)","Comedy|Romance",1995,3.30769230769231,13,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
130,"Angela (1995)","Drama",1995,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
131,"Frankie Starlight (1995)","Drama|Romance",1995,3.0625,16,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
132,"Jade (1995)","Thriller",1995,2.49450549450549,91,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
133,"Nueba Yol (1995)","Comedy|Drama",1995,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
134,"Sonic Outlaws (1995)","Documentary",1995,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
135,"Down Periscope (1996)","Comedy",1996,2.81203007518797,133,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,"From the Journals of Jean Seberg (1995)","Documentary",1995,3.25,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137,"Man of the Year (1995)","Documentary",1995,3,13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
138,"Neon Bible, The (1995)","Drama",1995,2.5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,"Target (1995)","Action|Drama",1995,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,"Up Close and Personal (1996)","Drama|Romance",1996,3.16546762589928,139,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
141,"Birdcage, The (1996)","Comedy",1996,3.54985337243402,682,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"Shadows (Cienie) (1988)","Drama",1988,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
143,"Gospa (1995)","Drama",1995,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,"Brothers McMullen, The (1995)","Comedy",1995,3.39260969976905,433,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
145,"Bad Boys (1995)","Action",1995,3.29558011049724,362,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,"Amazing Panda Adventure, The (1995)","Adventure|Children",1995,2.88888888888889,18,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,"Basketball Diaries, The (1995)","Drama",1995,3.5414364640884,181,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
148,"Awfully Big Adventure, An (1995)","Drama",1995,2.78260869565217,23,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
149,"Amateur (1994)","Crime|Drama|Thriller",1994,3.78723404255319,47,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
150,"Apollo 13 (1995)","Drama",1995,4.07354116706635,1251,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
151,"Rob Roy (1995)","Drama|Romance|War",1995,3.5884476534296,554,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
152,"Addiction, The (1995)","Horror",1995,3,69,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
153,"Batman Forever (1995)","Action|Adventure|Comedy|Crime",1995,2.64221364221364,777,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
154,"Belle de jour (1967)","Drama",1967,3.72619047619048,168,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
155,"Beyond Rangoon (1995)","Drama|War",1995,3.41379310344828,87,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
156,"Blue in the Face (1995)","Comedy",1995,3.56060606060606,66,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
157,"Canadian Bacon (1994)","Comedy|War",1994,2.73262032085561,187,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
158,"Casper (1995)","Adventure|Children",1995,2.98069498069498,259,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,"Clockers (1995)","Drama",1995,3.28448275862069,116,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
160,"Congo (1995)","Action|Adventure|Mystery|Sci_Fi",1995,2.23893805309735,565,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
161,"Crimson Tide (1995)","Drama|Thriller|War",1995,3.72368421052632,760,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
162,"Crumb (1994)","Documentary",1994,4.06313645621181,491,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
163,"Desperado (1995)","Action|Romance|Thriller",1995,3.45740740740741,540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
164,"Devil in a Blue Dress (1995)","Crime|Film_Noir|Mystery|Thriller",1995,3.56728232189974,379,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
165,"Die Hard: With a Vengeance (1995)","Action|Thriller",1995,3.56121212121212,825,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
166,"Doom Generation, The (1995)","Comedy|Drama",1995,2.45901639344262,61,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
167,"Feast of July (1995)","Drama",1995,3.6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
168,"First Knight (1995)","Action|Adventure|Drama|Romance",1995,2.95027624309392,362,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
169,"Free Willy 2: The Adventure Home (1995)","Adventure|Children|Drama",1995,2.01769911504425,113,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
170,"Hackers (1995)","Action|Crime|Thriller",1995,3.14641744548287,321,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
171,"Jeffrey (1995)","Comedy",1995,3.56989247311828,93,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,"Johnny Mnemonic (1995)","Action|Sci_Fi|Thriller",1995,2.5764192139738,458,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
173,"Judge Dredd (1995)","Action|Adventure|Sci_Fi",1995,2.30851063829787,564,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
174,"Jury Duty (1995)","Comedy",1995,2.30864197530864,81,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
175,"Kids (1995)","Drama",1995,3.47727272727273,220,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
176,"Living in Oblivion (1995)","Comedy",1995,3.91707317073171,205,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
177,"Lord of Illusions (1995)","Horror",1995,2.73381294964029,139,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
178,"Love & Human Remains (1993)","Comedy",1993,3.47368421052632,19,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
179,"Mad Love (1995)","Drama|Romance",1995,2.20833333333333,48,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
180,"Mallrats (1995)","Comedy",1995,3.54767184035477,451,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
181,"Mighty Morphin Power Rangers: The Movie (1995)","Action|Children",1995,1.61290322580645,93,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,"Moonlight and Valentino (1995)","Drama|Romance",1995,3.14285714285714,49,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
183,"Mute Witness (1994)","Thriller",1994,3.48275862068966,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
184,"Nadja (1994)","Drama",1994,3.34615384615385,26,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
185,"Net, The (1995)","Sci_Fi|Thriller",1995,2.86994727592267,569,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
186,"Nine Months (1995)","Comedy",1995,2.76303317535545,211,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
187,"Party Girl (1995)","Comedy",1995,3.23809523809524,105,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
